  4.0649122807017360e-005	  2.7447368421052594e-005	  1.7868421052631680e-005	  1.6622807017543840e-005	 -3.4122807017543016e-006	  2.3719298245613974e-005	  6.5929824561403367e-005	  2.1289473684210385e-005	  1.4859649122806980e-005	  2.7885964912280588e-005	  1.0622807017543591e-005	  2.6026315789473714e-005	  3.7105263157894521e-005	  3.6333333333333218e-005	  6.2517543859648680e-005	  1.4973684210526200e-005	  2.7482456140350675e-005	  5.2824561403508758e-005	  4.5675438596491251e-005	  1.8499999999999813e-005	
  2.7447368421052594e-005	  1.4476113360323867e-004	  3.2672064777322713e-006	  7.3469635627530045e-005	  2.1232793522267270e-005	  7.9091093117408619e-005	  3.0886639676113316e-005	  2.7174089068825958e-005	  7.6795546558704110e-005	  3.3866396761133460e-005	  9.6267206477732744e-005	  1.5827935222671942e-005	  3.2838056680161784e-005	  5.3226720647773228e-005	  8.0305668016194320e-005	  6.5852226720647701e-005	  1.9461538461538621e-005	  9.1137651821862509e-005	  1.6830769230769202e-004	  8.1477732793522364e-006	
  1.7868421052631680e-005	  3.2672064777322713e-006	  9.3614979757085013e-004	  2.7385020242914996e-004	 -4.2255060728745222e-005	  2.5602834008097152e-004	  2.3512145748987831e-004	  6.3836032388663884e-005	  1.4806680161943303e-004	  7.2293522267206364e-005	  1.2241295546558699e-004	  2.4173886639676105e-004	  9.9692307692307702e-005	  1.4115182186234817e-004	  2.5402024291497940e-004	  6.8716599190283298e-005	  2.6423481781376508e-004	  2.7656680161943295e-004	  1.7438461538461534e-004	  8.2862348178137587e-005	
  1.6622807017543840e-005	  7.3469635627530045e-005	  2.7385020242914996e-004	  7.4764102564102636e-004	 -6.2315114709851673e-005	  3.8587516869095816e-004	  1.6965047233468290e-004	  2.6032388663967689e-005	  2.5063495276653164e-004	  5.4381916329284518e-005	 -8.7948043184885429e-005	  8.6629554655870549e-005	  5.0912955465586908e-005	  5.4997300944669198e-005	  8.8760458839406232e-005	  8.3783400809716655e-005	  1.4816869095816450e-004	  1.1288933873144389e-004	  3.0463292847503388e-004	  6.1663967611335846e-005	
 -3.4122807017543016e-006	  2.1232793522267270e-005	 -4.2255060728745222e-005	 -6.2315114709851673e-005	  2.7943049932523583e-004	  9.5155195681511789e-006	  6.2764507422402040e-005	  3.7058704453441418e-005	 -2.2347503373819235e-005	  2.1363022941970909e-006	  2.3043184885290101e-005	 -4.9212550607287265e-005	  1.2939271255060557e-005	  4.2462213225371063e-005	  3.1383063427800297e-004	  1.8204453441295570e-005	  4.4887989203778669e-005	 -4.3654520917678553e-005	  2.4887314439945924e-005	 -9.6255060728743417e-006	
  2.3719298245613974e-005	  7.9091093117408619e-005	  2.5602834008097152e-004	  3.8587516869095816e-004	  9.5155195681511789e-006	  3.6804993252361606e-004	  1.3180296896086373e-004	  3.7481781376518267e-005	  1.3160391363022889e-004	  5.7336707152496399e-005	  2.0107962213227399e-006	  1.1195344129554641e-004	  6.8103238866396520e-005	  1.4446423751686879e-004	  2.2962213225371088e-004	  9.1281376518218482e-005	  1.5259041835357607e-004	  2.3808636977058021e-004	  3.3839946018893342e-004	  7.3271255060728720e-005	
  6.5929824561403367e-005	  3.0886639676113316e-005	  2.3512145748987831e-004	  1.6965047233468290e-004	  6.2764507422402040e-005	  1.3180296896086373e-004	  7.7603778677462823e-004	  1.0588056680161910e-004	  1.8832253711201073e-004	  1.2957962213225356e-004	 -1.6501349527665142e-005	  1.6870647773279369e-004	  1.2427327935222659e-004	  1.3686302294197038e-004	  3.0507354925775988e-004	  3.3145748987854114e-005	  2.8567948717948729e-004	  1.8509446693657224e-004	  1.2416059379217269e-004	 -5.2773279352228642e-006	
  2.1289473684210385e-005	  2.7174089068825958e-005	  6.3836032388663884e-005	  2.6032388663967689e-005	  3.7058704453441418e-005	  3.7481781376518267e-005	  1.0588056680161910e-004	  1.2597570850202410e-004	 -4.3074898785425047e-005	  2.6726720647773248e-005	  3.5757085020242999e-005	  3.2034412955465835e-005	  4.6874493927125266e-005	  2.7344129554655792e-005	  2.1449392712551173e-005	  2.4497975708502152e-005	  8.1912955465586869e-005	  8.0635627530364494e-005	  9.8801619433198438e-005	  1.3178137651821872e-006	
  1.4859649122806980e-005	  7.6795546558704110e-005	  1.4806680161943303e-004	  2.5063495276653164e-004	 -2.2347503373819235e-005	  1.3160391363022889e-004	  1.8832253711201073e-004	 -4.3074898785425047e-005	  6.3534143049932552e-004	  6.6102564102564029e-005	 -6.7099865047233608e-005	  8.8647773279352070e-005	  2.6722672064777157e-005	  9.2126855600539601e-005	  5.3081106612685471e-004	  1.4022267206477258e-005	  5.0597840755735401e-005	  2.5270107962213195e-004	 -7.1423751686914213e-006	  3.0714574898785252e-005	
  2.7885964912280588e-005	  3.3866396761133460e-005	  7.2293522267206364e-005	  5.4381916329284518e-005	  2.1363022941970909e-006	  5.7336707152496399e-005	  1.2957962213225356e-004	  2.6726720647773248e-005	  6.6102564102564029e-005	  4.7831309041835264e-005	  1.9952766531713511e-006	  5.6064777327935212e-005	  4.4890688259109141e-005	  5.6639001349527719e-005	  9.6665317139001214e-005	  1.7273279352226635e-005	  8.2759784075573495e-005	  6.3462213225371235e-005	  6.6877867746288673e-005	  2.9805668016194339e-005	
  1.0622807017543591e-005	  9.6267206477732744e-005	  1.2241295546558699e-004	 -8.7948043184885429e-005	  2.3043184885290101e-005	  2.0107962213227399e-006	 -1.6501349527665142e-005	  3.5757085020242999e-005	 -6.7099865047233608e-005	  1.9952766531713511e-006	  8.4179892037786782e-004	  3.8002024291498005e-005	  5.8218623481780768e-005	  6.4511470985155234e-005	  3.6300944669366835e-005	  1.1397975708501966e-004	 -9.2072199730094289e-005	  1.0236504723346828e-004	  2.9612685560054194e-005	  7.1255060728744783e-006	
  2.6026315789473714e-005	  1.5827935222671942e-005	  2.4173886639676105e-004	  8.6629554655870549e-005	 -4.9212550607287265e-005	  1.1195344129554641e-004	  1.6870647773279369e-004	  3.2034412955465835e-005	  8.8647773279352070e-005	  5.6064777327935212e-005	  3.8002024291498005e-005	  2.3482186234817775e-004	  5.5682186234817721e-005	  1.0624493927125502e-004	  1.2263967611336000e-004	  5.9518218623481557e-005	  1.9628340080971669e-004	  2.3493724696356297e-004	  1.3548582995951785e-005	  6.1376518218623520e-005	
  3.7105263157894521e-005	  3.2838056680161784e-005	  9.9692307692307702e-005	  5.0912955465586908e-005	  1.2939271255060557e-005	  6.8103238866396520e-005	  1.2427327935222659e-004	  4.6874493927125266e-005	  2.6722672064777157e-005	  4.4890688259109141e-005	  5.8218623481780768e-005	  5.5682186234817721e-005	  8.9360323886639146e-005	  5.6611336032388442e-005	  1.0408502024291451e-004	  2.6178137651821628e-005	  3.0844129554655495e-005	  7.3906882591092882e-005	  7.1010121457489492e-005	  3.1190283400809545e-005	
  3.6333333333333218e-005	  5.3226720647773228e-005	  1.4115182186234817e-004	  5.4997300944669198e-005	  4.2462213225371063e-005	  1.4446423751686879e-004	  1.3686302294197038e-004	  2.7344129554655792e-005	  9.2126855600539601e-005	  5.6639001349527719e-005	  6.4511470985155234e-005	  1.0624493927125502e-004	  5.6611336032388442e-005	  2.0978272604588364e-004	  3.1991430499325231e-004	  7.5471659919027894e-005	  1.9729014844804314e-004	  1.7230229419703090e-004	  1.5263495276653143e-004	  4.4580971659919018e-005	
  6.2517543859648680e-005	  8.0305668016194320e-005	  2.5402024291497940e-004	  8.8760458839406232e-005	  3.1383063427800297e-004	  2.2962213225371088e-004	  3.0507354925775988e-004	  2.1449392712551173e-005	  5.3081106612685471e-004	  9.6665317139001214e-005	  3.6300944669366835e-005	  1.2263967611336000e-004	  1.0408502024291451e-004	  3.1991430499325231e-004	  2.3354669365721996e-003	  8.6821862348173007e-006	  5.2215856950067491e-004	  1.7456545209176808e-004	 -1.3702294197031066e-004	  1.1934412955465580e-004	
  1.4973684210526200e-005	  6.5852226720647701e-005	  6.8716599190283298e-005	  8.3783400809716655e-005	  1.8204453441295570e-005	  9.1281376518218482e-005	  3.3145748987854114e-005	  2.4497975708502152e-005	  1.4022267206477258e-005	  1.7273279352226635e-005	  1.1397975708501966e-004	  5.9518218623481557e-005	  2.6178137651821628e-005	  7.5471659919027894e-005	  8.6821862348173007e-006	  1.2097570850202388e-004	  4.7955465587044732e-005	  1.4941700404858284e-004	  2.3130364372469649e-004	  1.2313765182186187e-005	
  2.7482456140350675e-005	  1.9461538461538621e-005	  2.6423481781376508e-004	  1.4816869095816450e-004	  4.4887989203778669e-005	  1.5259041835357607e-004	  2.8567948717948729e-004	  8.1912955465586869e-005	  5.0597840755735401e-005	  8.2759784075573495e-005	 -9.2072199730094289e-005	  1.9628340080971669e-004	  3.0844129554655495e-005	  1.9729014844804314e-004	  5.2215856950067491e-004	  4.7955465587044732e-005	  9.5315519568151203e-004	  1.8808029689608617e-004	  1.2448650472334646e-004	  1.3441295546558717e-004	
  5.2824561403508758e-005	  9.1137651821862509e-005	  2.7656680161943295e-004	  1.1288933873144389e-004	 -4.3654520917678553e-005	  2.3808636977058021e-004	  1.8509446693657224e-004	  8.0635627530364494e-005	  2.5270107962213195e-004	  6.3462213225371235e-005	  1.0236504723346828e-004	  2.3493724696356297e-004	  7.3906882591092882e-005	  1.7230229419703090e-004	  1.7456545209176808e-004	  1.4941700404858284e-004	  1.8808029689608617e-004	  8.7307827260458778e-004	  2.5948043184885277e-004	  7.1188259109311830e-005	
  4.5675438596491251e-005	  1.6830769230769202e-004	  1.7438461538461534e-004	  3.0463292847503388e-004	  2.4887314439945924e-005	  3.3839946018893342e-004	  1.2416059379217269e-004	  9.8801619433198438e-005	 -7.1423751686914213e-006	  6.6877867746288673e-005	  2.9612685560054194e-005	  1.3548582995951785e-005	  7.1010121457489492e-005	  1.5263495276653143e-004	 -1.3702294197031066e-004	  2.3130364372469649e-004	  1.2448650472334646e-004	  2.5948043184885277e-004	  1.4760377867746293e-003	  3.5880566801619429e-005	
  1.8499999999999813e-005	  8.1477732793522364e-006	  8.2862348178137587e-005	  6.1663967611335846e-005	 -9.6255060728743417e-006	  7.3271255060728720e-005	 -5.2773279352228642e-006	  1.3178137651821872e-006	  3.0714574898785252e-005	  2.9805668016194339e-005	  7.1255060728744783e-006	  6.1376518218623520e-005	  3.1190283400809545e-005	  4.4580971659919018e-005	  1.1934412955465580e-004	  1.2313765182186187e-005	  1.3441295546558717e-004	  7.1188259109311830e-005	  3.5880566801619429e-005	  1.1981781376518223e-004	
